"ID";"Plan";"Cod";"Nombre Corto";"Eje";"Área";"Medida";"Objetivo";"Descripción";"Tipo de Medida";"Area de aplicación";"Año inicio";"Plazo ejecución";"Responsable";"Colaboradores internos";"Colaboradores externos";"Vinculación normativa";"Adecuaciones Normativas";"Tecnología, infraestructura y recursos necesarios";"Potenciales barreras y obstáculos";"Potenciales fuentes de financiamiento";"Consideraciones de Genero";"Acciones";"Indicador";"Meta";"status"
"108";"Macul";"M-76";;;"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL COMUNAL";"Formalización de protocolos de integración de criterios de sustentabilidad en compras públicas en función de ley N°21.634";"LA - 3: Gobernanza y regulación ambiental comunal";;;;;"2028";;;;;;;;;;;;;
"109";"Macul";"M-77";;;"FORTALECER LA EDUCACIÓN AMBIENTAL, LA GOBERNANZA CLIMÁTICA Y LA CULTURA DE LA SUSTENTABILIDAD A NIVEL COMUNAL";"Formalización de un programa de denuncia y fiscalización ambiental municipal";"LA - 3: Gobernanza y regulación ambiental comunal";;;;;"2028";;;;;;;;;;;;;
"110";"Macul";"M-78";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Manejo de residuos orgánicos domiciliarios";"Gestión y valorización de residuos orgánicos";;;;;"2026";;;;;;;;;;;;;
"111";"Macul";"M-79";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Programa de chipeo municipal de residuos orgánicos";"Gestión y valorización de residuos orgánicos";;;;;"2026";;;;;;;;;;;;;
"112";"Macul";"M-80";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Alianza para tratamiento de residuos orgánicos en ferias";"Gestión y valorización de residuos orgánicos";;;;;"2027";;;;;;;;;;;;;
"113";"Macul";"M-81";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Manejo de residuos inorgánicos domiciliarios valorizables";"Gestión y valorización de residuos inorgánicos";;;;;"2026";;;;;;;;;;;;;
"114";"Macul";"M-82";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Fortalecimiento de la red de puntos verdes en edificios municipales";"Gestión y valorización de residuos inorgánicos";;;;;"2027";;;;;;;;;;;;;
"115";"Macul";"M-83";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Escuela de oficios enfocado en economía circular";"Economía circular y desarrollo local";;;;;"2028";;;;;;;;;;;;;
"116";"Macul";"M-84";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Creación e Implementación del Plan de Economía Circular comunal";"Economía circular y desarrollo local";;;;;"2027";;;;;;;;;;;;;
"117";"Macul";"M-85";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Erradicación y control de microbasurales";"Control y erradicación de pasivos ambientales";;;;;"2028";;;;;;;;;;;;;
"118";"Macul";"M-86";;;"AVANZAR HACIA UNA GESTIÓN INTEGRAL, CIRCULAR Y SUSTENTABLE DE LOS RESIDUOS SÓLIDOS COMUNALES";"Implementación de programa de disposición segregada de residuos municipales";"Control y erradicación de pasivos ambientales";;;;;"2028";;;;;;;;;;;;;
"119";"Macul";"M-87";;;"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Catastro de áreas verdes comunales";"Gestión y mantención de áreas verdes existentes";;;;;"2028";;;;;;;;;;;;;
"120";"Macul";"M-88";;;"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Plan de mantención de áreas verdes actuales (horarios, tecnologías, acciones preventivas, etc.)";"Gestión y mantención de áreas verdes existentes";;;;;"2026";;;;;;;;;;;;;
"121";"Macul";"M-89";;;"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Sustitución de sotobosque de alto consumo hídrico por especies de bajo consumo hídrico";"Gestión y mantención de áreas verdes existentes";;;;;"2028";;;;;;;;;;;;;
"122";"Macul";"M-90";;;"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Programa de recuperación de platabanda en barrios prioritarios";"Incremento de cobertura vegetal y recuperación de espacios públicos";;;;;"2028";;;;;;;;;;;;;
"123";"Macul";"M-91";;;"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Recuperación de espacios públicos con cobertura vegetal";"Incremento de cobertura vegetal y recuperación de espacios públicos";;;;;"2027";;;;;;;;;;;;;
"124";"Macul";"M-92";;;"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Evaluación de factibilidad e implementación de un piloto de techos verdes en edificios municipales";"Soluciones basadas en la naturaleza e infraestructura verde innovadora";;;;;"2029";;;;;;;;;;;;;
"125";"Macul";"M-93";;;"PROTEGER, RECUPERAR Y AMPLIAR LA INFRAESTRUCTURA VERDE URBANA PARA LA ADAPTACIÓN CLIMÁTICA.";"Evaluación de factibilidad e implementación de un piloto de muros verdes en paraderos o zonas comunes";"Soluciones basadas en la naturaleza e infraestructura verde innovadora";;;;;"2028";;;;;;;;;;;;;
"126";"Macul";"M-94";;;"AUMENTAR LA RESILIENCIA URBANA FRENTE A EVENTOS CLIMÁTICOS EXTREMAS";"Diseño e implementación de refugios climáticos";"Infraestructura para la adaptación térmica";;;;;"2027";;;;;;;;;;;;;
"127";"Macul";"M-95";;;"AUMENTAR LA RESILIENCIA URBANA FRENTE A EVENTOS CLIMÁTICOS EXTREMAS";"Implementación de puntos de hidratación pública";"Infraestructura para la adaptación térmica";;;;;"2026";;;;;;;;;;;;;
"128";"Macul";"M-96";;;"AUMENTAR LA RESILIENCIA URBANA FRENTE A EVENTOS CLIMÁTICOS EXTREMAS";"Evaluación de factibilidad e implementación de soluciones en puntos críticos para inundaciones";"Gestión del riesgo de inundaciones";;;;;"2029";;;;;;;;;;;;;
"129";"Macul";"M-97";;;"AUMENTAR LA RESILIENCIA URBANA FRENTE A EVENTOS CLIMÁTICOS EXTREMAS";"Programa de mantención de sumideros";"Gestión del riesgo de inundaciones";;;;;"2026";;;;;;;;;;;;;
"130";"Macul";"M-98";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Desarrollo de la Estrategia Hídrica Local";"Gestión eficiente del recurso hídrico";;;;;"2026";;;;;;;;;;;;;
"131";"Macul";"M-99";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Implementación de Programa de eficiencia hídrica y riego tecnificado en edificios municipales";"Gestión eficiente del recurso hídrico";;;;;"2028";;;;;;;;;;;;;
"132";"Macul";"M-100";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Actualización de tecnologías eficientes en griferías municipales";"Gestión eficiente del recurso hídrico";;;;;"2029";;;;;;;;;;;;;
"133";"Macul";"M-101";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Evaluación de factibilidad y diseño de piloto de generación fotovoltaico en edificio municipal";"Eficiencia energética y energías renovables";;;;;"2028";;;;;;;;;;;;;
"134";"Macul";"M-102";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Mejoramiento y/o recambio de mobiliario bajo criterios de sustentabilidad";"Eficiencia energética y energías renovables";;;;;"2029";;;;;;;;;;;;;
"135";"Macul";"M-103";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Actualización de tecnologías de luminaria en edificios municipales";"Eficiencia energética y energías renovables";;;;;"2028";;;;;;;;;;;;;
"136";"Macul";"M-104";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Formalización de la implementación de criterios de eficiencia energética en el diseño de proyectos de mejoramiento de espacio público";"Eficiencia energética y energías renovables";;;;;"2026";;;;;;;;;;;;;
"137";"Macul";"M-105";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Fomento de sistemas fotovoltaicos en sedes comunitarias";"Eficiencia energética y energías renovables";;;;;"2027";;;;;;;;;;;;;
"138";"Macul";"M-106";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Fomento del uso de bicicletas y evaluación de factibilidad de construcción de ciclovías";"Movilidad sustentable y reducción de emisiones";;;;;"2026";;;;;;;;;;;;;
"139";"Macul";"M-107";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Postulación a iniciativas de recambio de parque automotriz municipal a tecnología eléctrica";"Movilidad sustentable y reducción de emisiones";;;;;"2027";;;;;;;;;;;;;
"140";"Macul";"M-108";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Evaluación de factibilidad de ampliación de puntos de carga para vehículos eléctricos (electrolineras) mediante alianza público privadas";"Movilidad sustentable y reducción de emisiones";;;;;"2027";;;;;;;;;;;;;
"141";"Macul";"M-109";;;"MEJORAR LA EFICIENCIA HÍDRICA, ENERGÉTICA Y LA GESTIÓN CLIMÁTICA DEL MUNICIPIO";"Medición de la huella de carbono municipal";"Gestión y monitoreo de emisiones";;;;;"2027";;;;;;;;;;;;;
"142";"Lo Espejo";"M-110";;"Mitigación";;"MEDIDA DE MITIGACIÓN N° 1: ELABORACIÓN DE PROTOCOLO DE BUENAS PRÁCTICAS AMBIENTALES EN RECINTOS MUNICIPALES";;"Elaboración de un protocolo que permita una gestión integral de variables ambientales en cuanto a eficiencia energética, eficiencia hídrica, tratamiento de residuos como separación en origen, reciclaje y compostaje.";;"Edificios administrativos, escuelas adscritas a SLEP, centros de salud, centro veterinario";"2025";"2028";"Dirección de Desarrollo Ambienta; Equipo Gestor; funcionarios municipales";;;;;;;"Al ser la Dirección de Desarrollo Ambiental la responsable de la ejecución de este protocolo será esta misma unidad la encargada de difundir y capacitar a los funcionarios municipales respecto al protocolo de BPAM, por lo que para esta medida no es necesaria una fuente de financiamiento externa, sino que más bien será financiada por las horas hombre (HH) de trabajo dedicada por parte de los funcionarios ejecutores.";;;"Participación del personal: lista de participación de personal en charlas Reducción de consumo energético: Medición del consumo energético en dependencias municipales de manera previa y posterior a las capacitaciones Monitoreo y evaluación: Establecimiento de periodos de evaluación continua, con objeto de identificar brechas y eficiencia de las medidas";;
"143";"Lo Espejo";"M-111";;"Mitigación";;"MEDIDA DE MITIGACIÓN N° 2: Aumentar la red de ciclovías en la comuna de Lo Espejo";;"Se busca desarrollar unas infraestructuras fomentar el uso de transportes sostenibles como es el uso de la bicicleta, con rutas bien integradas para la población civil que circulan por el territorio";;"población civil residente y población civil en general que se moviliza por la comuna";;;"SECPLA; Dirección de Tránsito";;;;;;;"Mediano a Largo plazo. A través de fondos públicos del Gobierno regional y otros.";;;"Reducción de Emisiones: Evaluar la disminución de emisiones de gases de efecto invernadero asociadas al desplazamiento en bicicleta en lugar de vehículos motorizados. Descongestión Vehicular de la comuna: Medir la disminución del tráfico vehicular y tiempo de movilización en zonas donde se implementó las ciclovías, de manera presencial, a través de encuestas de percepción con las comunidades aledañas y usuarios de la ciclovía.";;
"144";"Lo Espejo";"M-112";;"Mitigación";;"MEDIDA DE MITIGACIÓN N° 3: Fortalecimiento y Diversificación del Arbolado Urbano";;"Esta medida tiene objetivo aumentar la superficie de captación de GEI, con especies de bajo requerimiento hídrico, nativas o exóticas, según sea la mejor estrategia acorde a evaluación técnica profesional";;"Espacios públicos comunales declarados como Bienes Nacionales de Uso Público (BNUP), incluyendo parques, plazas y áreas verdes periurbanas. Plantación de especies nativas con alta adaptabilidad a condiciones de sequía y estrés hídrico Actividades de preparación del terreno, plantación, mantenimiento y monitoreo posterior para asegurar la supervivencia de las especies.";"2025";"2028";"Dirección de Desarrollo Ambiental; Departamento de Ornato";;;;;;;"La reforestación de áreas dentro de la comuna puede encontrarse financiada de manera mixta, en donde se trabaja con las especies que cuenta el Municipio, más aportes externos como lo son CONAF, y otras entidades estratégicas como fundaciones y otras empresas privadas";;;"#¿NOMBRE?";;
"145";"Lo Espejo";"M-113";;"Mitigación";;"MEDIDA DE MITIGACIÓN N° 4: Campaña comunicacional de educación ambiental y concientización sobre cambio climático.";;"Esta iniciativa busca educar a la población para generar conciencia y sensibilización con respecto el cambio climático, por medio de una campaña de educación y sensibilización estratégica diseñada a distintos segmentos de la población y rangos etarios, para abordar sus necesidades, intereses y preocupaciones particulares.";;"Personal municipal, población civil no organizada y organizada, establecimientos educacionales, locatarios, empresas de la comuna.";"2025";"2050";"Departamento de Desarrollo Ambiental; Departamento de Relaciones Públicas";;;;;;;"Al ser la Dirección de Desarrollo Ambiental la responsable de esta campaña será esta misma unidad la encargada de difundir y capacitar, por lo que para esta medida no es necesaria una fuente de financiamiento externa, sino que más bien será financiado por las horas hombre (HH) de trabajo dedicada por parte de los funcionarios ejecutores.";;;"Medios de Comunicación Utilizados: Analizar el alcance de los medios de comunicación utilizados para llegar a cada grupo objetivo, como redes sociales, ferias medioambientales con educación ambiental para el territorio, talleres presenciales, entre otros. Participación en Actividades Relacionadas: Contabilizar la participación activa de cada grupo en las diferentes actividades, mediante lista de asistencia. Impacto en Comunidades Específicas: Evaluar el impacto específico en comunidades particulares a través de encuesta de aprendizajes obtenidos";;
"146";"Lo Espejo";"M-114";;"Mitigación";;"MEDIDA DE MITIGACIÓN N° 5: ELABORACIÓN DE CATASTRO DE ARBOLADO URBANO";;"Elaboración de un inventario digital y georreferenciado del arbolado urbano presente en la comuna, que incluya información sobre especies, estado sanitario, ubicación, dimensiones y servicios ecosistémicos aportados. Este catastro permitirá planificar y gestionar de manera eficiente la conservación, mantenimiento y expansión del arbolado, fortaleciendo la resiliencia urbana frente al cambio climático y mejorando la calidad ambiental y el bienestar de la comunidad";;"Cobertura de todas las áreas públicas arboladas de la comuna: calles, plazas, parques, áreas verdes municipales y espacios periurbanos. Registro de especies nativas y exóticas, con énfasis en aquellas que aportan mayor mitigación climática y adaptación. Integración con sistemas GIS municipales para facilitar la toma de decisiones y monitoreo continuo.";"2025";"2030";"Dirección de Desarrollo Ambiental; Departamento de Ornato";;;;;;;"Considerando la situación comunal, es que esta medida debiese contar con un financiamiento externo, ya sea la alianza con fundaciones, universidades y/o organismos externos gubernamentales como CONAF, Gobierno Regional, entre otros.";;;"- % de arbolado urbano georreferenciado: Base de datos GIS municipal - Actualización anual del catastro: Reportes técnicos municipales - Número de especies nativas identificadas: Informe técnico de biodiversidad - Uso del catastro para planificación: Incorporación en 100% de planes comunales, documentos de planificación municipal";;
